0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.25927,5.5105,-0.18383,3.4365,2.8654,1.785,1.5697,-0.34205,2.4713,-4.4528,-0.012044,3.3518,0.28003,0.46091,0.43209,-0.38229,-0.15063,-1.0553,-2.9151,-2.8362,3.1333,0.75881,1.1985,1.6149,1.3796,-1.5703,0.45003,1.6371,-0.23181,-1.967,2.084,-3.5251,1.9593,0.55508,-0.65471,-3.3027,-3.8263,1.28,2.8016,-0.71565,-1.8953,-0.49512,0.94249,-1.8295,0.66002,3.6285,4.7506,2.2841,6.1797,2.8066
1.7486,3.0634,-0.088101,0.57083,-0.52821,0.22623,0.22475,-2.6474,-0.99786,-3.4541,-0.22612,-0.94667,-0.3898,3.4128,1.4097,1.415,-2.2949,0.1553,-2.5295,0.87506,-2.8177,-0.61755,0.42861,0.97402,1.9396,-1.5442,-0.28195,2.1213,0.41489,-0.47807,3.1403,-0.82717,0.12671,0.38076,2.1489,-4.3195,-3.5988,-0.87718,2.6229,-0.80159,-5.1852,-2.5774,-2.6196,-2.3952,-1.7955,-5.3807,-2.0306,3.814,3.2843,1.2771
-1.3902,1.6491,0.59052,-2.4776,-0.64605,0.51403,-1.6486,2.4165,-0.091601,1.1425,1.7814,-1.9081,-0.063049,-0.96285,1.1348,2.4943,-0.5048,2.0922,1.5169,0.81211,-2.4661,1.522,-0.75637,-1.5054,0.57308,-0.88079,0.12344,-1.4819,-1.1716,-2.2795,2.9733,2.0712,-2.3637,0.12459,-1.2599,1.7042,-3.3867,-3.593,-0.44777,0.17899,-0.66091,-1.6931,-2.6527,0.95266,0.17597,-3.7196,-4.7902,-2.1208,-3.3458,-0.63416
-2.3873,-0.68276,-0.67296,-0.86699,-1.1315,3.4365,1.6752,0.76046,0.53842,-1.2277,2.3963,-0.72012,-0.094921,-1.7743,0.17037,2.5728,3.3264,3.5671,3.1278,2.2551,-0.38667,0.016304,-1.2809,1.3545,-2.6936,-1.0734,-2.0072,-1.5717,0.24952,-0.10814,0.91826,-3.2719,0.22059,0.85778,0.39244,0.46417,-2.1646,-1.8552,0.63325,2.6517,4.2167,1.1334,1.133,3.5861,0.51304,-1.3935,-3.9317,-4.1943,-6.9502,-1.5123
-0.60928,3.3147,0.80781,-0.03264,-0.5854,1.2425,-0.37225,1.6437,2.2397,1.5907,-0.22126,3.3047,3.3616,1.8865,1.2773,0.95342,-2.2831,1.9268,-0.68412,1.9645,-0.34094,1.0293,1.0251,0.56675,-0.69053,-1.5077,0.45428,1.0667,1.2292,-0.15554,2.7515,1.0988,3.9929,0.86822,3.425,-2.1717,-1.9337,1.3782,-1.9662,-2.4959,2.4611,1.1165,-1.246,0.39429,1.5658,-0.36863,-2.2726,-3.8462,-0.38749,-0.55181
0.52806,4.3016,1.631,-1.3074,-1.9319,-0.47351,2.9483,2.8416,3.3756,3.5674,4.5321,1.4786,0.44508,1.1191,2.4761,-3.4135,-1.4706,-3.2444,-3.8229,-0.23716,-1.1452,-2.5092,-2.5549,2.0579,-0.28447,2.947,3.1829,4.1745,-0.060099,2.3159,1.7084,3.8244,1.1884,2.1128,0.48435,-2.4995,-2.1574,-0.029085,-8.1807,-7.0988,-4.0943,-1.1903,-1.9757,-3.0735,3.2213,0.34368,-1.4149,2.782,1.6571,0.65523
-0.36837,1.2517,-0.33915,-0.1634,-1.981,0.3063,0.3692,-2.0605,-0.20403,0.28752,2.8594,-2.321,-3.0224,-1.2902,-1.1604,-4.047,-1.3049,1.3241,3.5849,0.78439,-1.5265,-3.5702,-3.0553,-2.348,-3.9058,2.4277,-0.88314,4.0231,2.3466,2.7722,0.11376,2.6821,2.9859,-0.29317,0.74044,-0.24672,-2.8392,0.0041144,0.57174,-1.4846,-3.4096,1.2455,-1.3335,-2.026,-2.4022,0.68195,-0.92546,0.74307,-0.14872,4.28
-0.51833,-1.9068,-2.1533,3.6067,1.456,0.8295,2.4825,-2.743,-0.66664,2.3051,-2.8747,-3.7699,-2.3648,-4.7009,-3.206,-0.010183,-0.8679,-0.6326,-0.76468,2.4209,-0.32947,-1.5596,1.2612,-0.028462,-0.80215,-2.2645,-0.34938,3.2129,0.20502,1.4672,-0.68345,0.4151,2.8297,3.0913,0.66146,-0.32473,0.17406,3.4649,3.2328,2.3258,-3.0877,-0.82355,0.82638,-3.2006,-3.2407,4.0423,1.7239,2.7564,5.275,3.2865
0.20723,-4.3568,0.61464,-0.85174,1.3621,0.24748,2.8354,3.1994,3.1595,0.23536,0.65677,-1.0805,0.77468,-0.67318,-1.1449,0.80056,0.62039,-2.8252,-2.4149,-1.2862,2.1302,3.0537,2.6438,0.69939,0.39257,-0.12117,3.0541,1.1036,-2.6139,-1.072,-1.5253,-2.5483,2.612,2.1163,-0.043585,0.84898,-0.59579,0.79404,-2.3402,0.16351,-1.7812,-1.4378,0.56102,-1.9083,-4.9158,1.8099,2.6843,-1.4633,1.5342,4.8321
0.31588,-1.0032,-0.67947,-2.5668,3.0546,-2.2632,2.3721,-0.1667,1.5242,-2.5818,-0.84036,-1.6804,-0.80744,-1.2998,2.8406,-1.7294,0.088364,1.3663,0.38461,0.55584,0.58167,0.072445,1.0095,0.61705,3.0089,-0.054183,1.7788,-2.3824,-0.4269,0.36192,-1.7401,1.44,-1.8379,-0.46628,-2.3167,1.7888,-0.08629,-1.6795,-6.098,1.6769,-0.58448,-1.4093,0.065003,0.28984,0.33345,-3.8865,2.2755,0.11665,-4.704,-1.2653
1.6867,1.2075,3.4098,0.98088,0.25966,1.5934,1.4197,1.0092,-0.42916,-0.63333,2.0909,0.58245,2.9589,-1.1233,-1.2952,-3.6987,-1.0342,2.5055,1.4174,1.7362,-2.6384,-0.91061,0.94803,-1.1199,-1.4222,2.9088,1.0166,-2.3997,1.2966,1.9087,-2.9058,0.70215,-0.93735,0.36146,-0.88435,1.0097,1.2699,0.26702,3.2923,-0.70394,-3.7257,-0.16587,-1.1459,3.2436,3.4996,0.86389,-0.83988,2.667,-0.34633,-2.0985
-0.19757,-1.9833,0.78441,-0.29705,-2.4133,1.8719,-0.32915,-0.33007,3.6883,1.5093,1.0214,5.1387,2.7791,4.3627,2.7538,-0.31534,0.298,2.672,5.6082,1.2333,-0.52495,-0.0095715,0.53016,1.9929,-1.5495,-1.0866,2.0362,1.9829,2.9325,2.1866,0.042896,1.2445,1.6385,0.083586,1.5775,5.2545,3.0729,2.1538,1.2886,0.73572,-1.5903,3.6117,1.4762,2.1892,-0.7877,4.1816,2.5095,2.2894,1.566,1.8262
-1.5103,-0.37763,-0.10841,-1.6114,-0.64739,-0.48724,-4.0629,-0.52497,2.7045,4.5254,4.9356,2.0644,0.74336,0.99228,2.4261,-0.88594,-0.63976,-3.0755,-3.1085,-2.167,-0.49036,-1.6019,-0.86503,2.3597,1.8057,-1.7095,0.07445,0.79142,-0.78316,-0.082661,-3.0533,1.2736,0.49595,1.8262,-1.2033,1.8951,3.2201,-1.4441,-3.454,-0.68692,-0.068425,3.1213,0.86009,-0.89033,-4.8401,-5.5055,1.8565,-0.92131,-1.1746,1.3944
0.32086,-0.85392,-3.2444,-0.78909,4.2142,-2.9642,-4.8517,-7.3706,-0.47519,-0.92598,2.1773,-1.0673,-3.2238,-5.3346,-0.29637,-0.80011,-0.52937,-3.9663,-3.5783,-1.621,-1.8053,-1.7328,-1.3201,0.8728,3.7343,0.86013,-0.45078,-2.8875,-2.2063,-0.74217,0.52975,-0.94673,-1.5488,4.1486,2.411,1.1406,0.60475,-0.11304,-2.495,-1.9635,3.7789,1.1311,-0.24956,-1.5553,-2.1,-2.5426,0.3766,-0.24322,-1.8379,-2.17
1.0471,-1.7368,-1.9678,-1.493,3.8907,-4.178,-4.7613,-0.21937,0.20415,-5.6743,-2.5356,-3.425,-0.10102,0.7043,-2.9067,0.85929,3.1043,-0.7744,0.84172,-0.54907,0.10358,-0.37776,-3.0671,-2.2473,-0.74866,1.061,0.86733,-2.5216,-2.3872,0.18431,4.2018,1.5474,2.1711,-0.57937,0.85991,-1.4098,2.9379,1.1241,1.2375,-0.99419,1.1557,-0.9503,-0.77429,1.6336,1.388,3.3294,1.7625,0.71544,3.9787,-0.40411
-0.8877,0.17202,0.28068,-0.26157,-0.043257,-0.89254,1.1672,3.8103,3.2682,1.4378,-3.0389,-2.5907,2.6117,1.6159,-0.78549,4.324,4.1099,0.50774,0.402,1.0264,0.088278,2.1986,-1.4368,-0.77,-2.5636,-0.50493,1.4001,-0.63302,0.63586,-2.5863,2.7059,-2.393,-2.6786,-3.6729,0.77461,-0.16021,0.84105,-2.5528,6.4562,2.5004,0.56861,-2.3615,0.28907,-2.3338,-1.2453,0.80037,1.2155,1.5631,-0.99851,-0.26445
3.4873,0.74234,0.28685,1.8707,-2.9074,1.5319,-1.3477,0.062508,-2.4397,-0.79741,-2.5293,-1.3726,1.2557,-1.3049,-1.7304,4.0531,1.163,1.188,0.63947,2.1828,4.087,2.0451,-0.45452,-0.81848,1.0008,-1.7917,-2.1452,-1.4224,-0.41459,-1.5289,1.7608,-3.4323,-2.3493,-3.0023,1.3249,1.1422,-1.2182,-2.4114,2.7734,3.6313,-0.10766,-3.7734,-0.99292,-4.5482,-1.9283,-4.175,-0.62421,-0.30983,-0.40706,-4.2072
-2.3774,-1.6135,-1.2164,2.8901,-1.3288,0.86626,-1.3769,-4.5112,-2.3721,1.669,0.016755,-0.14786,0.35016,0.16448,-0.549,-0.066109,1.9902,3.2224,0.71448,0.68941,3.2851,0.60411,1.8272,-2.4149,-1.7448,0.72931,0.41745,-0.18908,-0.39009,0.24905,-0.93541,-2.0737,-1.5824,2.3755,2.7347,-2.2288,1.2824,-2.2563,-3.0849,-2.1567,-5.4846,0.36628,-1.2803,-1.0804,-2.2799,-3.4498,-0.50173,0.83919,3.5427,-2.917
-0.64419,-0.77215,-0.14863,-0.26645,-2.0885,-1.2225,-3.4318,-3.2255,-2.9051,-0.71033,-1.7685,-0.58673,-3.8241,1.1985,-0.097086,-2.6618,0.91401,-0.59948,-0.82125,-2.5127,2.2987,2.4197,-0.89998,-0.083905,-2.3903,2.1992,3.4541,5.2322,-0.7853,2.6889,-2.4104,-2.8203,0.70039,-0.40212,0.64,0.6357,4.4299,2.9625,-0.89486,0.029887,-0.48995,-2.6798,0.13307,-0.91518,0.25255,-1.051,-3.4341,-1.7845,-2.5056,0.20371
-1.7896,-1.0584,1.6619,-1.0628,-2.9729,-2.3134,1.1944,1.2403,2.9661,0.3747,-1.9392,0.28371,-0.36893,1.6953,3.0563,-4.3717,-2.2908,-3.5712,-2.1709,-0.75262,-2.8716,-1.6258,1.5179,-1.0733,0.68909,5.8475,2.8238,4.4149,0.3769,4.7536,-4.7981,-2.8389,2.6855,-1.4658,2.9683,-0.9386,4.3093,2.884,2.2154,0.47907,0.18031,-0.50671,0.012933,0.86651,2.0737,0.15122,-0.70246,-0.31232,-1.6488,0.98677
-1.0535,0.16693,2.793,4.3125,0.22281,-1.7819,-2.2953,3.0451,1.5159,-0.91234,0.584,3.4784,2.4287,-1.1768,1.6854,-1.6723,-0.11011,-2.4955,-1.0568,2.3536,-0.12055,0.69661,0.23719,-0.78732,-0.61545,2.3438,1.4781,4.2759,0.48382,2.3355,-3.2348,0.81179,2.5774,-1.2688,-3.0075,-0.70119,2.3391,1.8666,0.025727,-0.91864,0.45051,-1.5478,-0.21926,-0.0087756,1.1394,-1.3132,-0.21686,0.36404,2.897,0.57564
-1.3455,3.4055,4.1199,3.3415,-0.26515,1.1158,-2.5134,2.8535,-0.28217,-0.041198,1.8906,0.2546,1.2702,-2.0184,1.5054,1.5554,1.0032,-0.70135,3.1591,2.6817,1.42,2.4963,-0.46998,-0.51039,-1.8864,-0.4371,-1.9162,2.562,0.56996,-0.37079,2.1877,3.4889,1.3365,2.8199,-1.1583,1.6058,1.2616,3.1209,2.9971,2.3131,-0.92,-0.14083,1.7913,-0.23701,2.6529,0.091741,-4.772,0.42299,-0.29195,1.1669
0.0082378,3.7182,1.1554,-1.0499,-1.9494,0.65963,-1.4341,2.2324,-0.97234,1.9433,0.24544,-1.7651,2.9232,-1.3728,1.3781,1.1239,-1.2492,0.03789,4.7853,5.215,-1.9816,-0.68361,1.3564,-0.1736,-2.5364,-2.3605,-5.7445,-1.5719,-0.46997,1.6909,-1.1603,-0.039726,1.5258,0.5587,-0.93686,3.0828,-0.99548,0.92254,4.6193,4.4463,0.30196,-1.8952,0.35603,-0.29355,-0.96202,-0.006159,-1.4842,-1.7317,-2.8029,-0.11632
0.37006,-0.095186,-2.2437,-2.6899,-2.8681,-1.6541,-2.4815,1.8695,0.38368,3.3088,-1.8496,-2.9257,0.59391,1.2674,1.9959,-1.1521,0.23026,-2.8823,2.4072,3.4037,-3.389,-1.5335,-2.078,-2.831,-2.2409,-1.7541,-4.4192,-4.4832,-0.76802,-3.0238,1.7781,0.5738,-1.5788,-1.3218,-3.1317,1.0406,-0.0089043,0.77925,0.063228,5.0612,0.77451,1.154,-2.1438,-1.9812,-1.91,0.90986,-0.86598,0.22165,-0.17175,-1.0063
1.136,-0.24833,-1.4623,-1.4084,-2.9704,-2.1729,-1.6333,1.8845,0.96491,0.54138,-2.406,0.087447,1.7198,4.371,-0.50572,-2.1331,-0.40301,-0.24106,-0.25595,2.312,2.2913,2.8723,0.82246,-0.33539,-0.68326,-4.1286,1.4254,-4.5285,-1.1317,-2.0918,0.088949,-2.0788,-0.32478,-1.8784,-0.2294,-0.15655,-1.6101,-1.6738,-4.7603,2.4782,0.64089,1.4708,-0.63585,1.7955,-0.61122,2.2836,-0.13349,0.084803,1.2768,-0.72384
3.4694,3.076,-1.6645,-1.7293,-0.20086,-0.31075,0.85253,0.31761,0.0992,0.62878,2.5445,2.8295,-0.29416,-0.80634,0.30184,0.11264,-0.79851,1.1587,-0.052616,1.8947,-1.8362,-3.5112,0.013386,-0.83632,-0.048217,-0.50575,0.66093,-1.987,-0.69636,1.2363,-2.5981,-1.3217,2.0642,1.8413,-2.3354,-1.2518,-2.3605,0.68846,-4.9035,-1.9354,-1.2792,0.54316,-0.19532,-0.17582,5.3381,-0.23735,-0.97059,-0.58584,-2.264,1.0084
6.1781,3.0301,-0.84413,0.58098,3.8173,2.8147,3.036,-0.62371,-0.9254,-0.85524,2.908,2.093,1.351,2.3359,1.1158,1.4997,0.56273,1.5405,1.6653,1.6058,-1.8472,-3.0544,1.1504,0.16106,-0.054943,-2.7146,-3.4741,-1.8978,-1.3195,2.547,-2.8617,-4.1854,-1.1837,-0.92627,-1.9353,1.3004,0.14365,0.97573,2.8285,-1.7634,1.5269,-0.069926,-0.47419,2.462,1.7758,3.35,-0.21425,-2.7413,-2.4485,-2.4797
-0.17731,1.922,3.3721,1.2306,2.8258,0.087642,1.4633,-4.3038,1.1478,-1.0855,3.1928,2.1157,0.54301,4.0195,1.1904,3.6875,4.5453,3.2538,2.8673,2.8525,-2.0781,2.0937,6.0633,5.2871,1.9002,1.0136,0.14528,-2.1078,-0.70478,-2.1147,-0.18193,-0.84942,-0.78522,-1.0861,-0.71216,2.7407,2.4011,1.0258,1.6111,4.1244,5.527,-0.75618,-0.08887,0.64779,-0.95257,0.35889,1.0328,-1.0569,-1.3139,-2.8902
-2.0576,0.20957,0.45557,0.81731,0.64384,-0.79337,-1.0981,-1.5765,0.77096,-1.12,-1.1091,2.09,1.105,1.0034,-0.25503,3.4261,3.2105,1.6068,0.34178,-3.214,-0.69666,1.5296,3.6756,4.7284,3.8908,2.2971,1.1129,1.1477,1.2089,1.6398,-1.2571,-1.6438,-2.7428,3.2826,0.85102,4.6537,2.4434,-0.0026981,-2.7223,0.41314,3.0686,0.3681,3.2625,0.35789,3.6566,-0.043579,-0.2155,-0.71287,0.042418,1.6782
-2.9124,-1.8892,0.22508,-1.8679,1.808,-1.3673,3.7144,-0.056982,-2.0836,-3.3267,-0.69055,1.9517,1.6475,-1.9511,-4.2734,-2.8391,-2.8268,-0.9733,-0.39818,-6.6182,-0.77038,-0.73265,0.28048,-0.19114,1.2964,1.0906,1.3904,-0.95774,1.4173,-1.0451,-2.6777,0.36535,-2.05,0.83329,-0.58106,0.37708,-1.5012,-2.5078,-3.3254,-1.7264,-4.1031,0.99955,-1.9205,2.2754,0.30423,3.3461,1.0567,-0.5251,1.8105,2.3963
2.3825,-2.609,-0.88108,-1.062,1.1037,0.4134,5.8886,2.7832,-4.7787,0.668,-2.635,-2.9841,-2.7331,-2.2239,-4.7525,-1.0557,-3.1627,-1.1868,-0.63299,-3.9634,3.6524,0.82338,-1.3587,-2.4439,2.9582,-2.6331,-3.4587,-0.61497,5.2884,-1.3837,0.56382,4.4928,0.30558,-1.5754,-2.48,-3.1929,-1.4276,0.91932,1.1562,-4.7324,1.1579,1.4382,-0.49191,0.6315,-3.7979,1.9239,2.2945,0.035292,-0.021703,-1.5982
-0.82172,-0.82555,-4.3254,-2.1585,-4.4701,-1.2573,2.348,-1.9213,-1.6188,0.90571,-1.6111,-1.344,-5.0369,-1.2603,-2.9018,-0.33115,-0.35544,-3.7755,-0.42246,-1.3962,1.8068,0.40403,-0.24608,-0.052406,-0.102,-4.2205,-1.4638,-4.2186,2.0735,-0.92851,0.74381,6.252,1.0487,-2.5874,-2.3573,-1.2963,-1.763,-0.54884,1.5965,2.3236,0.40016,0.19769,-0.15434,-0.91531,-2.4324,-2.3921,4.6941,0.51078,-0.91534,-2.9722
-2.835,-2.0329,-3.3564,-2.9801,-0.34376,0.13188,0.89699,-2.0665,-1.0736,1.8184,-3.5104,2.7786,-3.1302,-1.6073,-2.9641,1.5606,-1.1579,-2.3449,-1.9341,-3.0862,2.7956,5.4572,-0.51687,1.3846,-0.53778,0.81083,0.14133,-2.0236,1.7589,3.3442,0.16083,3.1328,-1.2874,-0.96774,-1.1186,-1.7574,-2.7051,0.94783,1.3325,1.8283,0.37106,-0.092235,-0.51587,2.3661,1.6289,-3.037,-1.1307,1.4614,2.3021,-4.6041
-3.7097,-1.1232,-2.5512,-0.88169,-2.8624,1.733,-3.4724,-0.018261,2.5762,2.7704,-1.3755,-1.4304,-0.6337,-3.7014,-0.16594,4.6257,2.4158,0.83938,-0.15592,1.4734,0.38858,4.6642,0.50458,-0.28298,0.75064,1.6906,4.8813,3.1822,0.59194,-0.57373,0.050793,-1.6005,1.529,3.1106,1.5233,-1.9134,-1.4502,-2.5895,1.0096,-0.27224,-1.8447,1.4884,4.0344,5.9321,3.5982,-0.93227,0.35996,1.6214,0.79125,-0.91558
-1.6108,-1.1112,-0.71051,-0.29892,-3.8601,-0.15133,-3.3274,-0.47899,-0.14389,-1.6785,0.85583,0.8158,-3.2709,-1.6882,-2.1774,-0.031132,-1.5153,2.2506,-0.33441,-0.63549,-0.8262,-3.4859,-0.3668,-0.59457,-1.778,1.784,3.122,5.4783,-0.69845,-5.0613,1.6006,2.2687,2.3955,0.063396,1.2156,0.015725,-1.4815,-0.0081586,-0.1712,-1.6662,1.4283,1.3018,-2.6558,1.8507,-1.1634,1.8561,4.155,0.7013,5.2368,3.3613
1.6668,-1.6173,-1.4763,1.2964,-0.8876,1.6892,-2.6853,-2.0474,-0.93028,-3.6767,1.4119,0.92193,0.261,-2.5451,4.9331,-3.5321,-0.73672,4.7033,1.5537,-2.2808,1.2057,1.4474,2.6517,3.1453,0.89739,2.3496,-1.0791,-1.8688,-4.2098,-0.52768,0.41931,1.8526,1.0513,-2.0513,-0.41916,0.98321,-1.0859,1.2405,1.1844,-0.70717,5.319,-0.86745,-0.12309,-2.8493,-2.5113,-1.6837,0.19889,1.8705,1.6775,3.6891
4.1507,-1.0506,-1.5104,0.46255,-0.89515,-1.8997,-1.7098,-3.0166,-2.5441,-0.91428,-0.30768,2.2468,0.25551,-0.18636,-0.060945,-1.5889,-0.25615,1.3501,3.6332,1.5428,-4.5054,0.65378,0.94728,-0.15301,-1.8055,2.1582,0.018875,-2.3873,-2.1716,0.5656,1.9801,0.53718,0.4749,1.3052,1.0948,-0.82895,-0.85573,-1.383,1.0904,-0.47392,2.4878,0.56508,-0.57857,-1.096,0.70748,0.96475,-0.31069,-2.3028,-5.3878,0.61449
-2.4443,1.6451,0.95627,-1.7105,-0.76279,2.5966,0.036462,2.1986,-0.20214,-0.39222,-1.6793,2.3586,0.65056,2.9799,-1.2652,-0.95516,3.9152,2.2628,1.5328,1.6134,-1.2257,-5.7464,-2.4051,-2.2471,-0.0047471,-2.9271,-3.1549,-1.0217,-2.3682,-5.1537,1.1724,-2.7089,-1.7517,-1.1121,-1.3094,-1.8396,-1.3871,-1.6911,-1.7271,-1.8017,-3.4569,-1.5955,-2.1315,0.43125,3.3755,2.7753,0.56289,1.9354,1.8645,0.7687
-2.8724,2.6257,1.0647,-0.063081,1.6323,-1.1944,0.7155,5.1998,-3.0091,-0.22405,-0.88297,1.317,0.42298,3.9788,3.9879,-0.64908,1.538,2.4549,2.3058,1.6106,-0.16993,-4.5623,-1.2875,-0.47108,2.9589,-3.3146,0.34832,-0.19436,-2.7086,-5.8812,1.087,-2.1968,-2.1638,-3.797,2.7647,0.55034,0.28,-4.4012,-0.75271,-2.196,-0.78052,1.9213,0.17792,2.915,1.0264,1.9042,-1.0953,0.85363,1.4986,1.0294
-1.7163,0.57167,0.45481,-0.01983,-0.051674,1.3836,2.534,-2.1189,-3.0488,-2.014,-0.90527,-2.1522,0.83581,2.3263,-0.14721,0.71657,-0.78788,2.4339,0.64051,0.74579,-2.1358,-1.6737,0.73258,1.899,4.344,-2.6896,-1.5386,-0.92126,-2.3187,-4.3034,0.34195,-0.071913,-0.46697,-3.9746,0.68175,-1.456,-1.8419,-3.5361,4.7913,-2.0402,-0.25056,3.7236,0.40108,-2.0975,2.5052,1.8163,-1.5631,-1.6204,-2.4923,0.40578
-1.9209,-2.3262,-0.77877,-0.44269,-1.6063,1.304,4.5583,4.0006,1.0074,1.6368,-0.74136,-4.014,-0.97676,-1.9754,-2.7411,-1.3216,-3.6709,2.6592,-2.9294,-1.3024,0.1015,1.1802,0.86727,2.4176,1.0001,-0.22889,-2.0482,-1.6987,-1.7054,0.48343,1.5729,-0.37159,-2.7126,1.9072,-0.9798,1.8865,2.6752,-0.21584,1.7822,-0.9929,-0.92141,0.29063,0.27728,1.0191,1.2015,-0.10398,1.0069,0.87277,-2.2559,-1.0828
2.8937,-1.1547,0.30004,-0.93299,-2.1433,4.6216,4.9783,1.9661,2.0444,1.7112,2.7317,-0.67273,2.3644,-3.7316,1.2179,1.6819,-1.9787,-1.1299,-4.9584,-1.549,-0.42435,-0.35928,1.4438,0.056642,-2.2019,1.4923,-0.39446,-0.49256,-0.050096,-0.89929,4.6601,0.032736,-2.0443,2.4747,0.47279,-0.81711,2.9438,0.6626,-6.1959,-2.4625,1.2551,-0.47069,3.8419,0.63534,1.0818,-4.8815,-2.3841,1.3011,-0.2023,0.049019
4.4432,1.0107,-0.31145,0.25533,3.369,-0.86931,2.9489,-1.338,-1.9021,-2.7652,-0.1204,1.3099,-0.72182,-0.38618,-1.1235,1.0168,-1.3234,1.7305,-2.4738,-0.62354,0.4907,1.0683,-1.139,3.0442,-0.4181,0.51956,4.9553,3.5507,-1.1528,-0.71527,3.8711,0.023974,0.34993,-0.12369,0.27448,-3.8154,-0.55226,1.5657,3.4927,1.6465,-0.54676,1.1886,3.3475,-0.9885,0.45919,-0.29815,1.7198,3.1597,1.9346,-0.8943
2.0413,-0.63098,0.56425,0.055744,0.75877,0.34115,-0.26951,-1.9952,-3.4766,-4.9742,-0.82523,-5.2748,-2.5049,-1.9948,-2.2774,4.8416,2.3352,-0.9539,-1.4876,1.7273,0.077199,1.2299,-1.9119,-1.0538,1.1647,-0.7922,-0.13688,2.3489,2.833,-0.74174,0.41091,0.12505,2.3007,0.66125,-1.8829,-0.57516,-1.6268,2.381,4.9376,1.2796,1.7153,0.59494,-0.13595,3.0685,-0.18404,-1.2954,-2.231,-0.16162,-2.5219,-3.3837
-4.2595,-2.7747,-1.2721,-0.90651,-1.2172,0.85991,-2.1658,-0.68808,-1.6065,1.0028,-0.2323,-3.9149,-1.9561,-0.81756,-2.3491,3.9637,4.8173,-3.1647,-3.2907,2.0377,-2.0753,-3.8918,-6.6841,-2.1,-0.14786,1.1675,-1.7857,-0.3897,3.3359,1.3643,1.0052,-1.1157,5.5047,0.13226,1.1225,-2.2929,-2.0118,-0.67128,-3.1398,2.1627,0.58529,-1.5471,-1.1202,0.072715,-1.6851,-0.10298,-3.8015,0.27357,3.4071,-1.7822
-4.3484,-3.5263,0.23067,-0.27507,0.14278,0.23726,-2.0777,-2.8314,-2.1759,2.6164,0.48547,2.5207,0.18332,0.99284,0.45695,0.32922,0.058,-3.7543,-2.0255,-0.453,1.7049,0.82761,-5.6758,-2.4136,-3.6121,2.5494,3.9502,1.5382,4.8775,1.785,1.6693,2.5364,4.6573,3.1561,1.2026,-1.1572,-0.20228,-0.25638,-4.0624,2.2511,0.1761,-0.0044768,-0.76709,-3.2013,-6.0049,-2.3788,-3.0134,-0.36561,3.7092,-0.56009
-1.9055,-0.66845,0.96809,1.3292,-0.42994,-0.93444,-1.4454,-3.7316,-2.9255,0.61444,3.5996,1.6347,1.7267,0.50657,0.43827,-2.2637,-2.7087,-3.5432,-1.0252,-0.47168,0.22294,-2.9357,-0.68305,-2.8272,-2.706,-0.42351,2.7424,2.251,2.9371,1.4191,-0.48068,0.1435,-0.9003,0.32404,0.52422,-0.41051,-0.89107,-0.52029,0.94424,-2.3701,0.43035,-0.6822,-1.6841,-2.5199,-1.6702,0.28554,-1.6647,-0.0088836,-5.7533,-1.0347
0.47513,3.2204,0.98698,2.0472,0.28131,1.5517,-0.58624,-0.73557,-1.4475,0.11092,2.8704,1.9315,-0.97167,0.55692,-0.33718,-2.1952,-1.6116,-2.1774,-3.719,-1.5504,-0.32432,-1.2535,-0.016841,3.8723,-0.18434,-2.7035,-2.5911,-1.0456,-0.73393,1.0098,-1.6502,-0.0084859,-2.1009,-1.3265,-0.90138,3.3869,1.3179,0.52418,0.2205,-2.4348,0.4251,4.5914,0.81053,-0.98235,-1.4385,2.6943,1.2699,-1.4526,-3.237,0.10335
-0.57802,3.118,2.39,-0.22222,1.8569,0.99187,-2.1176,1.7041,-1.0074,-0.67006,0.018676,-2.2007,-0.34961,0.0605,-2.5453,2.497,0.74893,0.13614,-1.1919,-2.1565,0.44293,-1.6581,-0.059812,1.3818,2.4691,1.9894,-3.4793,-2.4064,0.76049,0.28952,-2.3198,2.6789,-1.9288,-1.659,-0.73354,5.6135,3.1223,0.46965,0.76462,0.34162,-0.46807,1.4409,0.16007,-3.595,2.2359,2.7814,4.2575,0.20981,1.7766,2.0949
-0.93497,-0.91283,-0.52764,4.1232,0.57035,0.79739,-0.96594,2.9231,1.9478,2.5289,-2.1384,-4.3561,0.93652,3.9434,2.7497,-1.0839,2.0245,-1.0802,-1.2335,-2.4372,0.80041,-2.1441,-1.5949,-3.3553,0.55065,-0.3688,-1.0941,0.39572,3.5683,1.5364,-0.7191,-0.26581,-1.6137,-0.061619,-0.21766,3.4411,3.0009,-0.81253,-0.51314,3.446,-0.045443,-2.6823,-3.591,-2.4938,-2.4093,-1.7662,0.20789,-2.4078,-1.3668,-1.4831
