0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-4.6471,-2.503,4.7089,6.1507,1.1326,-4.2863,-0.76688,-4.5336,-3.4379,-3.1915,-0.11432,-2.4315,-0.64348,-2.3282,1.038
-1.7982,-2.7858,3.6916,1.4857,-1.6153,-0.48699,-3.0435,0.12337,-2.6668,-3.1488,0.53747,-0.60577,-1.1237,1.3456,2.7878
-1.186,3.2853,1.4076,1.1792,-1.9595,3.9099,3.2005,3.1557,1.014,1.6833,-0.002359,1.2952,0.37821,1.966,3.4903
-2.462,1.3683,-3.5401,-0.46625,-1.6724,3.068,1.2514,-3.3979,-2.4204,0.61663,1.8384,-1.6745,-2.4601,-2.7423,-3.8644
0.73386,-1.5226,-6.0127,-1.9218,-2.0918,-0.76565,-2.1697,-6.143,-3.0277,-1.111,0.37704,-1.2701,-4.9308,-3.9785,-2.6812
0.16248,-0.90087,-0.16668,-3.8508,-2.9927,-4.7141,-0.51923,-0.33605,-1.5344,-0.49621,1.3458,-2.2583,-4.9664,-2.8568,-1.0119
-3.6798,-1.7372,-0.17952,0.33159,2.8054,1.143,4.2057,2.615,2.5987,1.2609,4.8477,0.70548,-1.2967,-2.4749,1.8333
-1.0869,1.6572,-1.9711,2.8218,4.2663,3.452,3.7979,4.3419,-0.0064926,4.1013,2.4279,-0.37954,-0.63485,-0.81086,0.229
2.1888,3.9764,1.0188,4.2446,3.325,4.4001,-0.99241,-0.78022,-2.139,3.1372,-2.3609,0.25592,-1.9205,-2.8012,-0.20924
-0.41056,-1.7404,-1.9436,1.8983,1.7747,-0.25963,0.2274,-3.2504,1.8693,0.23883,-2.2533,1.8354,-1.9299,-0.84267,-1.0791
-0.80505,-1.9111,-0.54801,-0.40851,-0.59137,-7.3193,-2.8775,-0.70534,4.1702,-2.3123,-0.59993,0.6984,-3.6598,-2.4736,0.87825
0.52889,-1.8469,-0.84575,-4.0438,-4.6353,-3.0724,-3.626,-4.389,-3.047,-3.9397,0.22621,-3.6382,-2.9993,-1.9759,-2.2507
-1.8217,-1.2409,0.4082,-5.377,-1.7647,0.85045,-2.1529,-2.7655,-4.967,-4.5453,0.23667,-2.3468,-1.4745,-1.7552,0.22107
-2.0257,-0.11811,-0.86641,-2.2214,1.8942,0.066384,-0.26905,-1.2594,3.0465,-0.17519,-0.23717,-0.40914,-1.9674,-3.019,4.2595
-0.40397,2.0993,-0.5978,-2.1238,-2.3948,4.8111,0.15711,-1.138,0.10345,0.46544,0.56688,-1.1346,-0.29205,0.77869,3.5729
-0.28058,3.7035,2.47,1.7178,-2.015,3.809,1.6649,6.1843,1.9783,1.1573,0.58541,-0.13631,2.2171,1.1601,-0.26978
-0.74953,0.94679,-0.84056,3.4665,0.75375,-2.9052,0.20183,4.7873,1.2603,-0.50165,-0.73223,0.43125,3.6331,3.0306,2.0891
-0.60117,-3.5549,-2.1369,1.9237,-0.96095,-5.6892,-4.1815,-6.5659,0.51186,-3.3045,1.4847,4.4696,3.3793,2.5492,2.386
4.9275,-1.5519,5.4062,3.6179,0.007972,3.767,0.14718,1.2337,1.4896,2.6475,-0.61149,-1.9843,4.6869,2.1626,-2.6828
-0.17744,-3.0588,0.041715,1.3876,-0.71611,4.5284,0.95005,4.6066,3.2659,1.9346,2.3422,-0.16233,3.2669,3.2059,-0.72473
-3.5076,-0.62031,-2.22,-4.4756,-5.475,1.9235,1.5143,-3.3949,-6.9498,-0.34861,1.5734,5.4128,0.26004,1.5627,0.93224
-0.87555,-0.55643,-2.3821,-2.984,-1.0837,0.31325,1.628,0.72103,-3.2073,2.005,3.1539,3.4082,1.8352,4.3905,2.1143
4.6088,1.0607,0.75546,-2.5351,2.33,-0.24918,2.1462,2.4476,2.4334,0.59304,-0.94555,-0.0041875,2.3505,3.6639,0.79953
-0.85457,0.35699,1.9563,-1.0089,1.5498,-5.4453,0.39258,0.75079,-1.1939,-3.0136,-2.9204,-2.2723,1.1645,0.20582,-2.5888
-2.8333,-1.5384,2.6751,-0.16393,-1.0043,0.096325,0.6667,-0.77971,-2.5023,-2.1049,-3.0457,-2.3572,0.33853,-2.0335,-3.9291
6.0964,-0.25826,-0.19349,2.8771,3.3919,1.1013,-3.5736,-0.94498,-1.2035,-2.3901,-2.0954,-2.9988,-0.1041,-2.0023,-4.3936
0.65059,-0.096906,0.87826,3.81,2.1696,-8.3158,-7.2463,-6.3085,-2.4929,-1.6097,-2.4155,0.13625,-3.398,-1.2077,-2.8232
-1.2416,2.4761,-1.6678,1.2565,3.0944,-4.5869,-4.5121,2.2455,0.91746,-2.6731,0.82643,2.013,-4.1754,-1.3763,-1.9328
-2.1572,-3.3217,-0.2154,-0.33039,0.0017632,0.34712,-2.6794,1.2595,0.57113,-1.0012,-1.0909,-0.98363,-4.0467,-4.0684,-1.9849
-1.6948,0.0096596,0.2108,-2.2344,0.87479,-1.2752,-0.074285,-2.785,-0.2013,-0.46667,-0.46124,-2.8189,-2.327,-2.8863,-2.1964
