Timeser0,Timeser1,Timeser2,Timeser3 
-0.913596,0.84888598,1.112949,1.765842 
2.767152,-1.21508268,0.79033837,-0.993307 
2.12877,3.79099824,0.298844037,2.657506 
-0.333205,2.8312641,0.058491732,1.015895 
2.146985,-0.44982675,1.506849384,2.373781 
1.116329,2.9198996,1.87875846,-0.726695 
2.305436,1.49588086,-0.01792377,-1.380345 
1.244372,3.13539296,2.282327712,0.777911 
-0.498906,1.66745848,0.209917617,1.023928 
0.509056,-0.69347934,1.904466128,0.05355 
0.428279,0.67704448,1.84745848,2.319735 
1.562909,0.59530781,0.062108512,2.930775 
-0.679258,2.14118533,0.315408896,-0.673584 
0.564941,-0.90341314,0.477653905,-0.625088 
1.238244,0.77396917,2.299773477,2.155822 
1.23561,1.65924696,-0.678242483,1.654459 
0.788073,1.6927857,0.303835067,-0.113951 
-0.892202,1.08754074,1.374657811,2.952295 
2.98313,-1.22231674,0.840186423,-0.31323 
1.505027,3.9973942,0.854275259,0.492369 
-0.97829,2.00168591,0.106660996,-1.24151 
1.747295,-1.3598231,4.097446316,-1.193756 
-1.42646,2.35884825,0.300101155,1.421309 
0.371493,-1.925721,-0.010375234,-1.152575 
-1.237789,0.51266034,1.477366538,1.337229 
1.314756,-1.65863726,-0.82137492,1.154375 
0.676923,1.80121572,0.205633017,0.466006 
1.098835,0.92061528,-1.246428044,-0.4208 
-0.766759,1.5163923,0.846449816,0.128412 
1.030518,-1.06579501,0.318092292,0.631404 
0.515381,1.3911993,1.014015765,1.313857 
2.665314,0.69061054,-0.001185152,0.429591 
-0.353386,3.65148018,1.056455559,0.641124 
2.335264,-0.4770711,0.200718316,1.090189 
-1.28721,3.1526064,3.685420973,0.90578 
0.409447,-1.7892219,0.117980757,1.241032 
0.509217,0.54865898,3.206502144,1.045965 
2.628807,0.69253512,-0.17784438,1.300104 
-1.321881,3.52260138,0.218406129,0.901661 
-1.087837,-1.79775816,0.394685887,-1.225486 
2.888079,-1.45770158,1.483362511,-0.588566 
0.935735,3.84114507,0.108089674,0.545288 
2.398411,1.2538849,-0.854968122,-0.501334 
2.604922,3.21387074,3.867499267,1.202692 
1.377332,3.62084158,1.132952524,-0.418658 
1.620174,1.8593982,1.079883807,-1.376734 
-0.06518,2.23584012,0.940376732,-0.443316 
-0.405546,-0.0906002,1.909240326,-0.233362 
2.12437,-0.5474871,1.186128054,0.600408 
2.897855,2.8678995,0.151913938,1.803531 
-1.299675,3.97006135,-0.214190712,-0.377581 
0.516463,-1.7935515,0.52414794,2.89834 
-0.771281,0.69722505,4.15006135,2.122283 
1.323268,-1.02580373,-1.559744955,0.161581 
-0.994921,1.75994644,0.410084267,2.103392 
-0.12905,-1.37299098,-0.568836723,-0.304276 
-0.103906,-0.178089,1.042373756,1.320662 
-0.751788,-0.14339028,0.097620541,1.539723 
-0.79254,-1.00739592,0.05177592,1.576385 
0.559532,-1.0857798,0.116908277,-0.949099 
-0.380516,0.7553682,-0.041627102,0.041586 
1.369178,-0.51750176,0.006275232,0.180855 
-0.220436,1.82100674,0.63322092,0.895011 
1.973103,-0.30420168,-0.063225827,-0.271342 
0.053979,2.68342008,1.272604044,2.877738 
0.593844,0.07503081,0.116117647,-0.304489 
-1.013316,0.81356628,2.219399261,-1.035652 
2.494833,-1.37810976,0.246027113,0.403339 
2.983263,3.31812789,0.700682419,-0.415123 
2.487517,3.99757242,-0.16452744,-0.864459 
1.627198,3.33327278,2.104514176,0.644518 
1.871109,2.26180522,1.379271726,0.186521 
0.403377,2.54470824,2.579956402,1.05447 
-0.984694,0.55666026,1.401374819,1.552464 
0.549147,-1.3293369,1.935848686,-0.63735 
-0.504517,0.75782286,0.241232629,-0.599271 
2.302041,-0.69118829,-0.737242461,2.453153 
0.64362,3.19983699,0.301251658,1.269663 
0.405274,0.8881956,0.145440586,-0.562183 
2.104413,0.55117264,1.235946207,-0.037927 
-0.163736,2.86200168,0.721799316,2.217604 
0.711033,-0.22595568,0.53275049,-0.984037 
-1.190479,0.98833587,1.296180655,-1.191147 
2.385066,-1.65476581,0.121251523,1.094752 
1.045539,3.24368976,0.239300152,0.150013 
-1.134993,1.39056687,-1.458218152,-1.328551 
-1.285493,-1.56629034,2.353272139,0.082199 
2.355518,-1.72256062,0.736226748,2.557827 
-0.446985,3.27417002,-0.822425818,1.926008 
0.61691,-0.6078996,-0.732957129,0.97609 
0.85659,0.8204903,2.471919014,-0.69526 
1.708203,1.1392647,0.021946104,-0.032329 
1.83096,2.28899202,0.327688254,-1.10875 
1.485306,2.4901056,0.920522055,-0.038025 
2.312052,1.97545698,2.377432339,1.116471 
0.442379,3.21375228,0.379208448,1.369922 
0.186058,0.58836407,1.819629293,1.429693 
-0.925803,0.25862062,1.690463572,0.494565 
2.223304,-1.27760814,0.780131351,1.247332 
-1.159041,3.06815952,0.257586186,-0.632371 
0.505149,-1.55311494,-0.45880407,2.718281 
0.080116,0.69205413,0.916358285,2.138517 
1.971629,0.1081566,-0.146154137,-0.733443 
2.601971,2.72084802,0.221523248,2.127754 
1.766728,3.53868056,0.229752036,1.1263 
0.268143,2.43808464,2.247844495,2.032394 
1.839525,0.36467448,1.418538196,2.23736 
1.191488,2.55693975,1.911040094,1.636159 
-0.792172,1.65616832,0.493620053,2.295655 
-0.606807,-1.09319736,1.790872043,1.003956 
1.808691,-0.83739366,0.279370099,0.154052 
-1.324005,2.49599358,-0.585238152,0.46821 
1.553289,-1.84036695,0.071138824,-0.128891 
0.034897,2.11247304,0.803998395,0.110513 
1.901322,0.04745992,-0.004036695,-1.118641 
1.431826,2.58579792,1.954477354,1.347248 
1.905191,1.90432858,0.222713928,-0.208362 
-0.05349,2.53390403,1.085029272,-0.522378 
2.112138,-0.0722115,1.760592721,-1.045512 
-0.940917,2.87250768,2.73924307,2.740988 
1.138702,-1.25141961,0.160502895,2.526556 
2.521758,1.51447366,2.707806758,2.597706 
2.566833,3.4043733,-0.683479531,1.278459 
-0.052018,3.56789787,0.286013156,1.11411 
2.082789,-0.07178484,1.643880519,-0.677955 
0.081005,2.87424882,1.214690382,-0.112685 
0.745169,0.1117869,0.162771638,0.533597 
2.236673,1.02088153,0.841077229,2.958922 
-1.013377,3.08660874,0.214653939,-0.784064 
2.174498,-1.37819272,0.761902472,-1.33848 
-1.405087,3.00080724,2.927081779,-1.202032 
-0.423875,-1.95307093,-0.522878287,1.757399 
1.498958,-0.58918625,2.220548923,2.655448 
-1.29807,2.08355162,-1.675417384,0.374589 
1.245468,-1.7913366,-0.309024588,2.014389 
0.821956,1.73120052,0.700887905,0.81943 
2.264977,1.12607972,-0.249920784,2.179869 
2.057776,3.05771895,1.253344322,-0.997547 
1.410152,2.7779976,1.193471748,1.195733 
-1.444898,1.96011128,0.363463137,0.772974 
2.630882,-1.96506128,1.235639088,0.700899 
-0.545947,3.5516907,2.081307942,0.240774 
1.630175,-0.75340686,-0.350566546,-1.373277 
2.093949,2.20073625,1.849294629,0.101966 
1.427016,2.88964962,-0.392589214,1.536288 
2.589998,1.96928208,0.686169338,0.84457 
-0.281047,3.57419724,1.249170359,1.947775 
0.514881,-0.37379251,0.219385642,-0.694125 
2.477416,0.70538697,2.86064793,0.487506 
-0.487783,3.39405992,0.157572449,0.096195 
1.798528,-0.66826271,0.793686664,1.314521 
-0.831936,2.39204224,1.503683369,-0.097625 
1.263449,-1.14807168,-0.334562287,-0.614697 
2.292365,1.71829064,0.897612672,-0.726821 
1.03799,3.0717691,-0.451439424,0.992882 
-0.638199,1.4220463,0.523658128,1.596403 
2.43175,-0.86156865,1.162966112,2.559044 
2.3369,3.2342275,0.251102315,-0.514015 
1.371476,3.178184,-0.552333353,1.202498 
0.322981,1.90635164,0.859187775,1.93347 
-1.457342,0.44571378,0.56138208,0.923565 
-1.378236,-1.99655854,0.561270328,0.896159 
1.686897,-1.87440096,0.184457138,-0.32748 
-0.099631,2.26044198,-0.878176026,-1.390063 
2.79101,-0.13549816,-1.581936902,2.797573 
-1.218376,3.8236837,1.26501215,-0.332613 
1.158716,-1.68135888,0.173225092,2.297415 
1.460524,1.55267944,0.715315718,-0.044879 
1.879034,2.01552312,0.011864112,1.803672 
1.964598,2.55548624,0.645803832,-0.356939 
-0.539079,2.6522073,1.248227254,-0.120164 
2.965099,-0.71697507,1.662182019,-0.420875 
-1.225656,4.00288365,1.532625723,-1.160813 
-1.370621,-1.63012248,-0.042262272,1.446252 
-0.57275,-1.89145698,0.740403711,2.861642 
0.791248,-0.7846675,-1.221905333,0.983237 
-1.189581,1.08400976,-0.973788758,-0.102242 
0.328805,-1.65351759,-0.5732808,2.633856 
0.324607,0.4537509,0.266720781,2.803966 
1.190419,0.44471159,-1.159349248,-1.277778 
0.102723,1.65468241,0.415950468,2.137832 
1.316619,0.13970328,0.331201941,2.07054 
2.272788,1.75110327,1.338277687,2.039739 
0.135356,3.0682638,0.251248673,-0.513414 
2.999007,0.18543772,1.73848191,0.144866 
0.973876,3.98867931,2.603928402,1.740544 
-1.243417,1.29525508,0.200398149,-1.385918 
-0.221986,-1.72834963,0.219886793,0.50129 
-1.448655,-0.2996811,1.060773454,1.764104 
-1.409074,-1.95568425,0.162716504,-0.372437 
-0.149078,-1.93043138,-0.062741691,-1.087411 
0.90247,-0.2012553,-0.015568425,0.493687 
1.330907,1.2002851,-0.302607845,1.787706 
0.597697,1.84996073,0.167924682,2.317766 
1.450425,0.81884489,1.332273696,-0.033585 
2.618062,2.0015865,1.955962301,1.078722 
0.063035,3.58674494,0.974279543,1.844772 
0.642369,0.08761865,2.02145958,1.885217 
-0.648528,0.85435077,3.121130851,0.077398 
-1.402763,-0.86902752,0.253599666,1.116969 
2.618405,-1.87970242,0.863480616,2.550795 
-0.090401,3.5610308,-0.376177613,-0.738424 
0.158517,-0.12023333,0.010826782,-0.036382 
-0.480371,0.21558312,0.89220616,2.391296 
2.853596,-0.66291198,0.119883335,2.58403 
-1.14051,3.8523546,0.393427289,1.511569 
-0.54538,-1.5396885,0.073934083,0.722782 
2.724294,-0.7417168,3.377454318,2.630233 
1.032762,3.73228278,-1.08254457,0.476626 
-0.632685,1.43553918,-0.532048128,0.891527 
0.179517,-0.84147105,1.038425039,-0.650803 
0.62401,0.24234795,0.782926456,2.120725 
2.037028,0.8361734,-0.308053209,-1.136715 
-1.386336,2.7499878,0.201811316,0.562641 
0.730213,-1.89928032,0.313787744,1.959589 
0.588721,0.97848542,1.252495242,1.53729 
2.525074,0.81243498,-0.940575389,0.608238 
1.688923,3.45935138,0.434406209,0.74507 
0.758094,2.26315682,0.870569733,-0.59476 
1.916385,1.05375066,3.224229214,-0.933005 
0.179498,2.6062836,0.791052341,1.530413 
1.569236,0.2423223,0.359137612,0.762835 
1.342424,2.08708388,0.675193884,0.16503 
2.35393,1.82569664,0.196962561,1.301641 
0.8969,3.2013448,1.286154456,1.143832 
-1.257312,1.210815,0.654681126,1.310166 
2.523597,-1.6973712,2.452954808,-0.926548 
1.405994,3.40685595,1.25762535,1.500181 
-0.391863,1.88403196,-0.227369088,2.18753 
1.046971,-0.54468957,1.57681094,-0.478726 
2.264696,1.40294114,0.858251506,-0.373535 
-0.995662,3.0573396,-0.184942012,0.074292 
-0.686123,-1.33418708,0.642970576,-1.305217 
-0.379028,-0.91940482,2.16727074,1.174022 
0.827683,-0.5116878,-1.127503338,-0.322734 
1.742692,1.14220254,-0.261314314,1.509113 
1.19349,2.33520728,-0.111662046,-1.126399 
-0.168896,1.6470162,0.831055448,-0.990001 
2.457894,-0.23138752,0.717097674,0.795562 
-1.351961,3.29357796,0.641164536,2.217154 
2.912049,-1.82514735,-0.035190394,0.451755 
-0.690307,4.04774811,0.245871559,0.154658 
1.340796,-0.94572059,0.161748527,2.727347 
0.592568,1.85029848,0.625252292,2.64398 
1.413477,0.81774384,-0.661691325,0.50462 
-0.841326,1.90819395,0.346526863,0.091938 
0.827417,-1.15261662,0.408968275,1.126555 
0.482482,1.10046461,0.313573577,0.745434 
1.219218,0.64652588,-0.753619462,0.82895 
2.663704,1.63375212,0.906306643,0.962596 
2.316594,3.70254856,0.61317234,1.954693 
-0.920967,3.1274019,1.666714429,2.627301 
1.474641,-1.26172479,1.327790054,2.105222 
1.617041,1.96127253,3.088483767,2.362636 
0.895856,2.23151658,0.154765504,0.515302 
1.943422,1.19148848,0.748769034,0.382653 
2.109629,2.64305392,2.166049756,2.540636 
0.902171,2.89019173,0.251489309,2.300544 
-0.345919,1.20890914,1.078638333,-1.114593 
0.917794,-0.48082741,0.237803835,0.663464 
-1.442938,1.27573366,0.86907821,1.467326 
-0.077676,-1.97682506,-0.175812283,-1.380029 
2.26626,-0.10330908,0.511690752,1.420992 
2.570314,3.1501014,-1.12470454,2.027969 
-1.202858,3.57273646,0.177933818,-0.707575 
2.86324,-1.6238583,0.463509126,2.444285 
-0.300705,3.9226388,1.644821949,-1.427127 
2.977168,-0.39993765,-0.014862996,-0.685512 
-1.417424,4.13826352,3.278884652,-1.11846 
1.587116,-1.97021936,0.016025564,1.110031 
2.743589,2.19022008,3.118167099,0.840985 
-1.429671,3.75871693,-0.430768002,2.205151 
-1.221609,-1.94435256,2.238806875,-0.114487 
0.727722,-1.68582042,1.683486772,1.418384 
-1.222419,1.00425636,-0.442192819,-1.00295 
-0.323597,-1.62581727,0.112567183,-1.053296 
-0.629928,-0.44656386,0.220170254,-0.202943 
0.339652,-0.84410352,-0.697941326,0.381157 
0.408166,0.46532324,0.130877975,0.330755 
0.066675,0.56735074,-0.613457309,0.026101 
0.78189,0.090678,0.19861293,-1.328662 
2.062912,1.0711893,0.475022385,-1.396376 
-0.681177,2.76430208,0.19269492,-0.144361 
-0.956265,-0.92640072,0.222847572,-0.116111 
1.237819,-1.31008305,2.336155622,0.399105 
-0.016915,1.67105565,-0.255408338,2.82875 
1.912436,-0.0230044,-1.025276406,1.033091 
1.651088,2.54353988,1.800923981,-1.137688 
2.56254,2.2289688,0.15929604,2.529753 
0.149017,3.4850544,2.469185892,2.130821 
2.479984,0.20266312,0.558924696,0.30679 
2.723093,3.3479784,2.236182096,0.655315 
-0.77665,3.62171369,0.267145142,1.295134 
0.445012,-1.056244,3.36057948,1.606855 
0.501861,0.6007662,2.353028214,-0.388174 
-0.303652,0.69758679,0.14831268,-0.792856 
1.383743,-0.42207628,0.57049803,1.614791 
1.244863,1.86805305,0.528793395,-1.240223 
-1.013625,1.66811642,-0.250517806,2.39737 
0.383239,-1.36839375,1.095345995,-1.223487 
2.10449,0.52120504,0.463579791,0.001353 
-0.039604,2.8410615,-0.517880813,2.550268 
2.331119,-0.05267332,0.471874822,-0.83014 
1.58758,3.10038827,1.20278214,-0.136163 
2.889861,2.1273572,0.173679202,1.071987 
-1.280858,3.90131235,0.862085419,0.369106 
2.048377,-1.70354114,1.98825362,2.417164 
-0.604466,2.74482518,1.272367458,1.777905 
-0.479214,-0.8160291,-1.540576551,0.276222 
2.987549,-0.65652318,1.771998604,-1.228203 
0.189229,4.12281762,-0.113770476,-1.346631 
-1.037434,0.25167457,0.10778245,-0.753248 
-0.929682,-1.41091024,2.736146924,-1.208032 
-0.520612,-1.27366434,0.37882291,0.841719 
-0.534145,-0.69241396,-0.87818268,-0.532026 
-0.847788,-0.7371201,0.116316783,0.119072 
0.222184,-1.13603592,0.166151721,2.01798 
0.631877,0.29550472,-0.173817648,-0.705566 
-1.047696,0.86567149,-0.490261193,2.343808 
0.570809,-1.4143896,0.182955047,2.525796 
1.764769,0.77630024,0.275223864,0.304836 
1.191039,2.43538122,-1.220245704,1.695068 
0.077537,1.60790265,0.412890072,1.357008 
0.693732,0.10389958,1.689936356,0.938337 
-1.444546,0.92960088,0.646291769,-0.240261 
2.120914,-1.96458256,0.275587614,0.163861 
-1.000183,2.94807046,0.235776053,0.070231 
1.514392,-1.38025254,-1.60777013,0.110882 
1.276326,2.0444292,1.27078607,-0.366534 
2.285193,1.76132988,0.014369695,1.595286 
-0.345677,3.17641827,2.01998628,-0.773944 
2.99463,-0.45975041,1.906103282,1.620557 
0.080408,4.1026431,3.165833174,2.153147 
2.343501,0.11015896,-0.068265221,2.191142 
-0.439983,3.11685633,3.831352359,1.772041 
1.521214,-0.58517739,0.292362139,1.29794 
-1.471651,2.09927532,2.673485064,2.337687 
0.976259,-2.03087838,-0.223772399,-1.05187 
2.486316,1.33747483,1.81743475,-0.042194 
-1.422558,3.33166344,-0.24648446,-1.405535 
-1.430639,-1.90622772,1.544224327,0.930577 
-0.576685,-1.98858821,1.712565182,1.177003 
1.965002,-0.7958253,-0.944674355,-0.828957 
2.281018,2.67240272,-1.450642332,0.422231 
1.097825,3.10218448,-0.114455361,0.828889 
2.277168,1.46010725,2.718782584,-0.512266 
0.569117,3.0741768,2.010288843,2.339902 
-1.459715,0.77969029,0.58883003,1.791747 
0.965248,-1.97061525,1.010027736,2.407547 
1.049465,1.33204224,0.343734961,0.084326 
1.798146,1.4272724,-0.411184575,-0.64188 
0.926663,2.46346002,0.979225344,0.203079 
0.07213,1.26026168,1.022090716,1.926297 
2.826937,0.0973755,2.61882542,0.23615 
0.664879,3.84463432,1.238619811,-1.366615 
-0.182983,0.90423544,0.264716685,2.320419 
-1.306642,-0.24336739,2.025424474,1.334092 
0.757259,-1.75090028,0.297550607,2.748847 
-0.306496,1.03744483,-0.017127586,2.018113 
2.740487,-0.41989952,-1.185702218,0.459532 
2.120755,3.75446719,0.397863414,2.469023 
2.731433,2.8842268,-0.151720621,-0.380444 
-1.481523,3.76937754,2.432680314,2.506525 
2.99171,-2.04450174,2.19895876,2.928541 
-0.385316,4.1285598,0.707712856,-0.684727 
2.537703,-0.51247028,-0.392460487,0.920444 
0.834894,3.37514499,2.615850282,2.117772 
0.872873,1.15215372,-0.327345577,2.383047 
-0.99276,1.17837855,1.530057996,0.356658 
2.312757,-1.340226,0.882813769,-1.059348 
0.320358,3.07596681,0.616000064,2.027466 
0.387041,0.4324833,-0.78496272,0.339819 
0.585423,0.51863494,1.933301082,-0.787946 
-1.287655,0.79032105,0.560585304,-1.430887 
1.444692,-1.76408735,0.703821289,2.126954 
1.082719,1.96478112,0.875482524,1.844815 
-0.81481,1.46167065,-0.243380964,0.144874 
2.712834,-1.1162897,1.830416141,1.934062 
1.093111,3.68945424,0.823135086,2.330621 
0.429837,1.46476874,0.124185515,0.553393 
2.23934,0.58027995,1.692676238,-0.965531 
-1.415419,3.0007156,1.58617799,-1.200098 
1.334047,-1.93912403,0.684843557,0.067654 
2.795183,1.77428251,2.400529544,-0.933518 
0.326003,3.88530437,-1.061039379,-1.340383 
-0.661253,0.43684402,0.534856502,0.114669 
2.252697,-0.91914167,1.928386967,1.203238 
-0.761537,3.06366792,0.18873688,1.193578 
2.148323,-1.04330569,-0.619653253,-0.517142 
0.251714,2.90023605,0.792733584,-0.469976 
0.518519,0.34736532,-0.72767595,1.738109 
0.867461,0.71037103,1.746127467,0.477121 
2.654677,1.15372313,0.52736532,-1.09043 
1.008819,3.66345426,0.691467142,-0.403812 
0.108287,1.39217022,1.218350817,-0.360523 
1.060985,0.14943606,1.791919874,-0.638388 
0.966487,1.43232975,0.848241706,2.384391 
-0.229902,1.32408719,0.265178554,0.91568 
-1.249761,-0.31496574,1.368833693,0.262605 
0.382089,-1.69967496,0.405094822,-1.431015 
0.553027,0.51582015,-0.024727731,0.826031 
-1.202743,0.76870753,-0.176931742,2.020205 
-1.409213,-1.61167562,0.675187344,0.282444 
1.718775,-1.94471394,0.841088476,2.173954 
1.813836,2.337534,-1.189924277,-0.297683 
-0.287217,2.46681696,-1.609136825,-1.174932 
0.419901,-0.38774295,1.86302448,-0.925634 
1.575715,0.57526437,2.400135264,2.577291 
2.952291,2.1744867,-0.188355803,2.125151 
-0.241629,3.92654703,0.220268506,-0.988393 
-1.242128,-0.32861544,0.527917872,-1.293026 
1.41574,-1.70171536,3.321237624,1.633092 
1.869866,1.8970916,0.025550743,-1.157894 
0.942681,2.48692178,-0.772960602,0.906159 
2.217111,1.26319254,1.052662136,-0.82325 
-0.903996,2.97092874,2.542575691,-1.23845 
-0.184084,-1.23847452,0.887387822,1.371656 
0.151324,-0.25219508,2.378487268,2.890208 
-0.807326,0.20580064,0.006613567,-0.171501 
1.274892,-1.09796336,-0.074717031,2.493902 
-0.035496,1.74660204,0.23145016,-0.208778 
0.982097,-0.04898448,-0.775228123,-1.104913 
-1.230701,1.36511483,1.420087448,2.772408 
0.997536,-1.68606037,0.175591397,1.148968 
1.186118,1.37659968,1.026371195,-0.475603 
-0.59,1.57753694,-0.932799844,-0.095091 
2.963364,-0.8083,0.537915917,0.266839 
2.730077,4.03017504,0.44818128,0.509134 
2.096853,3.79480703,-0.22415,-0.172972 
0.160017,2.89365714,0.986035008,2.077115 
1.677959,0.21282261,0.749221055,-0.961239 
2.269687,2.28202424,2.842164569,0.12205 
0.193992,3.15486493,0.25661614,0.147756 
0.563992,0.26770896,1.32101212,2.278939 
-0.425813,0.75010936,1.347300024,-0.328932 
0.375943,-0.56633129,0.295114853,2.888179 
1.717562,0.50752305,0.457540463,-0.040802 
2.04636,2.30153308,0.157346748,2.172805 
-0.974907,2.7830496,0.225677075,2.71996 
1.880122,-1.29662631,2.228364441,2.466786 
0.5385,2.51936348,0.820101408,1.321506 
-0.81869,0.716205,-0.714672154,-0.07837 
-1.384206,-1.0970446,2.523008036,0.592095 
0.87598,-1.89636222,0.7243158,2.052912 
0.362037,1.2088524,-0.09426115,0.611859 
2.687578,0.48874995,-0.1613452,0.028671 
1.143212,3.70885764,0.651452436,2.424577 
1.018929,1.56620044,0.634537454,0.545259 
1.04528,1.36536486,2.702023195,-0.369793 
2.82882,1.4529392,0.57155011,2.101468 
1.186803,3.9037716,0.76710689,1.761772 
-0.34166,1.60218405,0.25264696,1.423907 
0.979425,-0.4680742,0.648452592,-1.324764 
1.246933,1.36140075,1.045179387,-0.81758 
-0.9889,1.72076754,-0.278712716,2.856509 
0.1708,-1.335015,1.405260675,2.602453 
-0.864037,0.232288,0.644607236,1.58404 
-0.383804,-1.19237106,-0.1404036,0.095875 
1.528311,-0.5181354,0.19858304,-0.552825 
2.252612,2.06321985,-0.380414398,2.960381 
0.951242,3.0410262,0.123005106,1.598999 
0.599947,1.27466428,2.016265667,0.062576 
2.412926,0.80992845,2.369538864,-1.29765 
0.299974,3.28157936,0.995785139,2.35475 
0.801861,0.40196516,0.252893561,2.442535 
2.069489,1.09854957,1.525447538,1.293033 
-0.65769,2.87658971,0.236275122,-0.599117 
-0.118314,-0.8813046,0.872086229,0.420989 
-1.061791,-0.16327332,1.47446537,1.703084 
2.520574,-1.45465367,-0.65723937,-0.801012 
-1.07449,3.37756916,0.05754501,0.290842 
0.939699,-1.4505615,-0.678245665,0.674225 
-0.852755,1.26859365,2.51052272,0.015576 
2.318639,-1.1597468,-0.80638182,-0.688218 
-1.044627,3.10697626,1.397849904,0.38909 
1.265721,-1.43113899,-0.318691124,-0.94667 
1.316746,1.73403777,1.578139317,2.955384 
-0.605547,1.75127218,-0.106227798,2.932859 
1.999215,-0.81748845,0.353403777,-0.765191 
1.668786,2.73892455,0.652843489,1.012284 
-0.424303,2.26954896,-0.130645611,2.9571 
0.305448,-0.57705208,1.385126802,1.431225 
1.492798,0.40624584,0.883560178,-0.687171 
-0.889574,2.06006124,0.139606354,0.024378 
-0.851627,-1.21871638,0.322186044,-0.858569 
1.225925,-1.17524526,1.045225721,2.092282 
-1.304177,1.65499875,-0.770598776,-0.995651 
1.100366,-1.81280603,-0.008039242,0.816618 
1.942314,1.49649776,1.123349288,2.145938 
2.864658,2.64154704,-0.925811678,0.115095 
1.549989,3.83864172,0.449369597,2.461251 
2.598998,2.09248515,1.210203346,0.046185 
0.72134,3.5086473,3.941868886,2.404005 
0.361156,0.9665956,1.43549109,2.386373 
-0.188297,0.48033748,3.302696097,1.482592 
0.837713,-0.25043501,0.846950964,-1.401366 
-0.270328,1.15604394,0.453792364,2.693442 
-1.311309,-0.37305264,0.009704193,2.817192 
2.639415,-1.74404097,0.341846152,0.589621 
2.209413,3.5368161,0.023317891,-0.953252 
-0.913983,3.00480168,-0.500175978,-0.210861 
1.080142,-1.26129654,2.691139431,0.008123 
1.403932,1.50139738,2.133121092,1.826506 
-0.95129,1.95146548,-0.1479371,0.369337 
-0.862155,-1.2747286,1.125880349,2.869387 
2.094683,-1.1552877,1.780201694,0.666422 
1.285283,2.86971571,-0.572089874,-0.926884 
0.115184,1.72227922,-0.120374802,-0.574539 
2.374222,0.15780208,2.332286783,2.805246 
1.564144,3.15771526,0.472787467,-1.263829 
-1.236731,2.14287728,0.263635102,2.355032 
-0.140709,-1.64485223,0.874697357,-0.591059 
1.877224,-0.18714297,1.058579685,0.075375 
2.365051,2.57179688,-1.185227351,1.853153 
0.446972,3.19281885,0.013442757,1.679022 
-0.455161,0.6034122,2.803232818,2.576562 
1.414932,-0.61901896,0.786635582,2.257803 
2.187298,1.96675548,0.795480444,2.234871 
2.531309,3.01847124,-0.451399339,-1.118058 
1.525269,3.41726715,1.104375076,-0.510248 
-0.702447,2.02860777,0.421477699,1.85885 
-0.821911,-0.96937686,2.640432348,0.795639 
-0.963404,-1.10957985,0.403146855,-0.94703 
0.728032,-1.33913156,-0.343463504,1.661983 
-1.40107,1.00468416,0.124521008,2.253689 
-0.69154,-1.8774338,-1.025218404,-1.453997 
-0.410016,-0.9266636,0.230234208,-0.084469 
1.939906,-0.5535216,-0.908911604,1.519611 
0.771035,2.69646934,0.003933916,-1.140929 
-0.97214,1.07173865,-0.17978904,1.305057 
1.687453,-1.312389,2.418069552,2.430766 
-0.822606,2.32868514,0.190717387,2.530781 
-0.111008,-1.09406598,-0.41057505,0.485186 
0.517333,-0.15319104,1.973087558,-0.951137 
0.480758,0.69322622,-0.717134104,2.47667 
1.836941,0.65383088,0.02680896,-0.121764 
-0.470422,2.53497858,0.769242287,-1.467465 
1.329106,-0.6350697,0.748832866,0.877567 
-1.301218,1.83416628,2.182633078,-0.131977 
0.06043,-1.79568084,-0.423316215,0.994884 
0.397067,0.0821848,0.987033163,-1.266137 
-0.019867,0.54398179,-1.346328714,-0.112123 
0.168048,-0.02721779,0.258897408,1.528759 
-0.324007,0.22854528,0.707662336,2.842237 
-0.170104,-0.44388959,0.163397148,2.173109 
-1.293449,-0.23644456,0.385690752,1.602347 
-0.031693,-1.73322166,0.042394227,0.703079 
2.272351,-0.04278555,0.042862155,-0.506607 
1.780999,3.11312087,-1.015922945,-0.685583 
0.022554,2.43996863,0.161602214,-0.753508 
-0.153529,0.03112452,2.390315818,-1.020179 
0.842385,-0.21340531,1.717180237,-0.925684 
-0.86549,1.1624913,0.205833352,-1.071285 
0.801242,-1.2030311,-0.018466938,2.391516 
0.422898,1.08968912,0.830995128,1.18551 
-0.166256,0.56668332,-0.445576172,-0.684652 
0.601005,-0.22943328,0.441525389,0.822533 
2.125893,0.83539695,0.236668332,-0.198765 
1.509659,2.91247341,0.079049357,1.608748 
0.108598,2.05313624,0.438973055,0.288738 
0.362632,0.14443534,0.791619416,1.11113 
0.122567,0.48230056,1.617195368,-0.348288 
0.306862,0.16791679,0.296992625,-0.95077 
0.008362,0.4142637,0.570663454,1.701691 
-0.176326,0.01153956,0.327766775,2.114156 
-0.90806,-0.2380401,0.217283733,0.631155 
2.357732,-1.2440422,0.18288489,-1.173502 
-1.375153,3.13578356,-0.050898897,1.833353 
0.39028,-1.88395961,-0.118570128,0.484385 
2.092762,0.5424892,1.24616641,2.599525 
1.156479,2.90893918,-1.214130111,0.404438 
1.876135,1.57281144,0.434969924,-1.250898 
1.380913,2.57030495,2.27443621,-0.009983 
-0.371764,1.86423255,0.761940233,-0.725235 
-0.966311,-0.5018814,1.23382503,0.319927 
0.013963,-1.29485674,0.496919534,1.351774 
